chromosome	name	start	stop	length	penalty
Spolyrhiza9509_20150416_chr17	Sp17G02470	1615810	1616161	352	6.321
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482168	2482519	352	1.417
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489419	2489770	352	0.211
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492016	2492367	352	0.138
Spolyrhiza9509_20150416_chr17	Sp17G03670	2494357	2494708	352	5.307
Spolyrhiza9509_20150416_chr17	Sp17G03670	2501700	2502051	352	2.376
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707637	3707989	353	2.404
Spolyrhiza9509_20150416_chr05	Sp05G06860	5879631	5879983	353	1.053
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221383	5221735	353	4.2
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274863	5275215	353	5.475
Spolyrhiza9509_20150416_chr12	Sp12G06010	5344419	5344771	353	7.585
Spolyrhiza9509_20150416_chr12	Sp12G06010	5345868	5346220	353	4.765
Spolyrhiza9509_20150416_chr13	Sp13G01220	1104910	1105262	353	1.299
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822783	2823135	353	0.803
Spolyrhiza9509_20150416_chr17	Sp17G01700	1066995	1067347	353	3.188
Spolyrhiza9509_20150416_chr17	Sp17G01730	1098277	1098629	353	1.108
Spolyrhiza9509_20150416_chr17	Sp17G02470	1614288	1614640	353	0.646
Spolyrhiza9509_20150416_chr17	Sp17G03520	2356144	2356496	353	0.075
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357247	2357599	353	1.289
Spolyrhiza9509_20150416_chr01	Sp01G05310	3303491	3303844	354	5.897
Spolyrhiza9509_20150416_chr02	Sp02G05090	3613772	3614125	354	8.945
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703447	3703800	354	3.086
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712440	3712793	354	10.24
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713926	3714279	354	3.041
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957549	5957902	354	3.132
Spolyrhiza9509_20150416_chr13	Sp13G01220	1104554	1104907	354	4.535
Spolyrhiza9509_20150416_chr17	Sp17G02670	1728098	1728451	354	2.806
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317340	2317693	354	0.788
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317878	2318231	354	6.03
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489538	2489891	354	6.588
Spolyrhiza9509_20150416_chr17	Sp17G03670	2493274	2493627	354	6.724
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608863	3609217	355	0.566
Spolyrhiza9509_20150416_chr02	Sp02G05090	3615731	3616085	355	15.19
Spolyrhiza9509_20150416_chr07	Sp07G05550	5243434	5243788	355	1.139
Spolyrhiza9509_20150416_chr14	Sp14G01800	1137696	1138050	355	5.783
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486769	2487123	355	0.778
Spolyrhiza9509_20150416_chr17	Sp17G03670	2501185	2501539	355	0.212
Spolyrhiza9509_20150416_chr01	Sp01G05310	3301130	3301485	356	4.989
Spolyrhiza9509_20150416_chr02	Sp02G05200	3706417	3706772	356	7.62
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712217	3712572	356	3.51
Spolyrhiza9509_20150416_chr03	Sp03G02530	1677309	1677664	356	3.345
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221737	5222092	356	4.293
Spolyrhiza9509_20150416_chr07	Sp07G05550	5241560	5241915	356	0.491
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965113	5965468	356	1.189
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443909	4444264	356	1.033
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822244	2822599	356	6.326
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823146	2823501	356	4.034
Spolyrhiza9509_20150416_chr17	Sp17G01730	1105033	1105388	356	5.375
Spolyrhiza9509_20150416_chr17	Sp17G02470	1615876	1616231	356	0.491
Spolyrhiza9509_20150416_chr17	Sp17G03510	2353253	2353608	356	0.205
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358115	2358470	356	3.812
Spolyrhiza9509_20150416_chr01	Sp01G04390	2567778	2568134	357	2.746
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608780	3609136	357	4.322
Spolyrhiza9509_20150416_chr02	Sp02G05200	3709855	3710211	357	13.34
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713762	3714118	357	0.665
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714408	3714764	357	6.056
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274613	5274969	357	4.087
Spolyrhiza9509_20150416_chr07	Sp07G05580	5276021	5276377	357	2.255
Spolyrhiza9509_20150416_chr17	Sp17G01730	1082026	1082382	357	0.066
Spolyrhiza9509_20150416_chr01	Sp01G05310	3293272	3293629	358	3.307
Spolyrhiza9509_20150416_chr02	Sp02G05090	3614230	3614587	358	6.584
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714094	3714451	358	9.599
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443571	4443928	358	1.035
Spolyrhiza9509_20150416_chr17	Sp17G03410	2316981	2317338	358	0.502
Spolyrhiza9509_20150416_chr17	Sp17G03670	2500265	2500622	358	0.201
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712131	3712489	359	5.087
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222395	5222753	359	6.223
Spolyrhiza9509_20150416_chr07	Sp07G05550	5243368	5243726	359	0.217
Spolyrhiza9509_20150416_chr13	Sp13G01220	1107685	1108043	359	0.203
Spolyrhiza9509_20150416_chr13	Sp13G03150	3083659	3084017	359	10
Spolyrhiza9509_20150416_chr17	Sp17G03410	2322464	2322822	359	1.237
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358165	2358523	359	0.14
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487368	2487726	359	0.152
Spolyrhiza9509_20150416_chr17	Sp17G03670	2497627	2497985	359	7.688
Spolyrhiza9509_20150416_chr17	Sp17G03670	2501653	2502011	359	0.212
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704567	3704926	360	1.896
Spolyrhiza9509_20150416_chr02	Sp02G05200	3710032	3710391	360	4.534
Spolyrhiza9509_20150416_chr02	Sp02G05200	3717343	3717702	360	3.008
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221270	5221629	360	5.727
Spolyrhiza9509_20150416_chr17	Sp17G01700	1068305	1068664	360	0.652
Spolyrhiza9509_20150416_chr17	Sp17G01730	1086307	1086666	360	8.323
Spolyrhiza9509_20150416_chr17	Sp17G02680	1739181	1739540	360	0.348
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702908	3703268	361	5.195
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704292	3704652	361	7.166
Spolyrhiza9509_20150416_chr02	Sp02G05200	3705180	3705540	361	4.182
Spolyrhiza9509_20150416_chr05	Sp05G03650	2545486	2545846	361	0.664
Spolyrhiza9509_20150416_chr07	Sp07G05540	5220979	5221339	361	0.503
Spolyrhiza9509_20150416_chr07	Sp07G05550	5241118	5241478	361	0.216
Spolyrhiza9509_20150416_chr17	Sp17G02450	1607331	1607691	361	3.09
Spolyrhiza9509_20150416_chr02	Sp02G05200	3706011	3706372	362	3.437
Spolyrhiza9509_20150416_chr02	Sp02G05200	3708863	3709224	362	1.521
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713546	3713907	362	8.624
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949502	5949863	362	5.688
Spolyrhiza9509_20150416_chr12	Sp12G06020	5353625	5353986	362	2.734
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823448	2823809	362	2.573
Spolyrhiza9509_20150416_chr01	Sp01G05310	3299149	3299511	363	9.139
Spolyrhiza9509_20150416_chr02	Sp02G05200	3715942	3716304	363	4.75
Spolyrhiza9509_20150416_chr07	Sp07G05550	5242230	5242592	363	0.579
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069129	1069491	363	1.571
Spolyrhiza9509_20150416_chr17	Sp17G01730	1092277	1092639	363	2.529
Spolyrhiza9509_20150416_chr17	Sp17G01730	1097059	1097421	363	1.002
Spolyrhiza9509_20150416_chr17	Sp17G02470	1616040	1616402	363	2.883
Spolyrhiza9509_20150416_chr17	Sp17G03410	2319545	2319907	363	3.032
Spolyrhiza9509_20150416_chr17	Sp17G03670	2491481	2491843	363	0.783
Spolyrhiza9509_20150416_chr17	Sp17G03670	2499859	2500221	363	0.072
Spolyrhiza9509_20150416_chr17	Sp17G03670	2500550	2500912	363	0.69
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704417	3704780	364	4.546
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3713657	364	4.639
Spolyrhiza9509_20150416_chr09	Sp09G01080	565934	566297	364	5.493
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822109	2822472	364	3.877
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069493	1069856	364	0.143
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318293	2318656	364	3.86
Spolyrhiza9509_20150416_chr17	Sp17G03410	2322824	2323187	364	2.952
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357839	2358202	364	0.07
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482456	2482819	364	0.142
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711851	3712215	365	0.355
Spolyrhiza9509_20150416_chr02	Sp02G05200	3718839	3719203	365	1.313
Spolyrhiza9509_20150416_chr07	Sp07G05410	5059673	5060037	365	0.43
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221899	5222263	365	5.177
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275709	5276073	365	12.97
Spolyrhiza9509_20150416_chr09	Sp09G01080	566253	566617	365	7.749
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957904	5958268	365	1.693
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067904	1068268	365	6.021
Spolyrhiza9509_20150416_chr17	Sp17G01730	1088737	1089101	365	0.223
Spolyrhiza9509_20150416_chr17	Sp17G01730	1089244	1089608	365	11.79
Spolyrhiza9509_20150416_chr17	Sp17G01730	1092183	1092547	365	13.98
Spolyrhiza9509_20150416_chr17	Sp17G01730	1095357	1095721	365	0.799
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096651	1097015	365	8.268
Spolyrhiza9509_20150416_chr17	Sp17G03670	2500449	2500813	365	0.928
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702457	3702822	366	9.489
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221085	5221450	366	1.238
Spolyrhiza9509_20150416_chr07	Sp07G05550	5242923	5243288	366	3.5
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274097	5274462	366	7.214
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274227	5274592	366	1.388
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274464	5274829	366	1.634
Spolyrhiza9509_20150416_chr09	Sp09G01080	566620	566985	366	7.646
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067363	1067728	366	2.274
Spolyrhiza9509_20150416_chr17	Sp17G01730	1105236	1105601	366	2.13
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357657	2358022	366	1.383
Spolyrhiza9509_20150416_chr17	Sp17G03660	2465421	2465786	366	7.606
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482538	2482903	366	0.354
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702772	3703138	367	9.764
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703802	3704168	367	0.8
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713242	3713608	367	3.304
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714650	3715016	367	3.342
Spolyrhiza9509_20150416_chr02	Sp02G05200	3718916	3719282	367	0.359
Spolyrhiza9509_20150416_chr02	Sp02G06970	5643783	5644149	367	0.215
Spolyrhiza9509_20150416_chr12	Sp12G06010	5344680	5345046	367	9.546
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096609	1096975	367	3.042
Spolyrhiza9509_20150416_chr17	Sp17G02470	1614421	1614787	367	0.361
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318873	2319239	367	1.166
Spolyrhiza9509_20150416_chr01	Sp01G05310	3293208	3293575	368	1.097
Spolyrhiza9509_20150416_chr01	Sp01G05310	3293631	3293998	368	6.936
Spolyrhiza9509_20150416_chr02	Sp02G05200	3706893	3707260	368	6.037
Spolyrhiza9509_20150416_chr02	Sp02G05200	3716061	3716428	368	2.369
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958234	5958601	368	1.358
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067785	1068152	368	0.862
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069750	1070117	368	1.702
Spolyrhiza9509_20150416_chr17	Sp17G02680	1739498	1739865	368	0.635
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357555	2357922	368	0.999
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357788	2358155	368	1.202
Spolyrhiza9509_20150416_chr17	Sp17G03670	2498535	2498902	368	0.214
Spolyrhiza9509_20150416_chr02	Sp02G05200	3701728	3702096	369	4.124
Spolyrhiza9509_20150416_chr02	Sp02G05200	3705398	3705766	369	3.105
Spolyrhiza9509_20150416_chr02	Sp02G05200	3718278	3718646	369	7.39
Spolyrhiza9509_20150416_chr11	Sp11G07110	5950375	5950743	369	0.126
Spolyrhiza9509_20150416_chr13	Sp13G03150	3082285	3082653	369	2.371
Spolyrhiza9509_20150416_chr17	Sp17G01730	1094666	1095034	369	2.139
Spolyrhiza9509_20150416_chr17	Sp17G02470	1614202	1614570	369	0.067
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317449	2317817	369	0.073
Spolyrhiza9509_20150416_chr17	Sp17G03410	2321428	2321796	369	1.371
Spolyrhiza9509_20150416_chr17	Sp17G03440	2337229	2337597	369	0.636
Spolyrhiza9509_20150416_chr01	Sp01G05310	3303396	3303765	370	0.145
Spolyrhiza9509_20150416_chr07	Sp07G05410	5056597	5056966	370	0.134
Spolyrhiza9509_20150416_chr07	Sp07G05550	5242997	5243366	370	2.613
Spolyrhiza9509_20150416_chr07	Sp07G05550	5243628	5243997	370	0.925
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949666	5950035	370	0.141
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823280	2823649	370	3.315
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083346	1083715	370	0.276
Spolyrhiza9509_20150416_chr17	Sp17G01730	1085546	1085915	370	2.195
Spolyrhiza9509_20150416_chr17	Sp17G03440	2337473	2337842	370	0.863
Spolyrhiza9509_20150416_chr02	Sp02G05200	3710280	3710650	371	1.958
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887984	5888354	371	2.166
Spolyrhiza9509_20150416_chr12	Sp12G06000	5332403	5332773	371	9.6
Spolyrhiza9509_20150416_chr17	Sp17G01730	1097285	1097655	371	0.853
Spolyrhiza9509_20150416_chr17	Sp17G03410	2319091	2319461	371	0.288
Spolyrhiza9509_20150416_chr17	Sp17G03670	2496635	2497005	371	0.143
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608534	3608905	372	1.738
Spolyrhiza9509_20150416_chr02	Sp02G05090	3612884	3613255	372	2.382
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703944	3704315	372	6.746
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713619	3713990	372	2.217
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887417	5887788	372	11.81
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958044	5958415	372	2.832
Spolyrhiza9509_20150416_chr13	Sp13G03150	3080946	3081317	372	1.144
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083432	1083803	372	0.148
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083885	1084256	372	2.919
Spolyrhiza9509_20150416_chr17	Sp17G01730	1084352	1084723	372	3.933
Spolyrhiza9509_20150416_chr17	Sp17G02470	1613518	1613889	372	0.143
Spolyrhiza9509_20150416_chr17	Sp17G02470	1616106	1616477	372	0.431
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317140	2317511	372	0.071
Spolyrhiza9509_20150416_chr17	Sp17G03410	2322050	2322421	372	4.201
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357271	2357642	372	4.675
Spolyrhiza9509_20150416_chr02	Sp02G05090	3609143	3609515	373	0.643
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714984	3715356	373	9.346
Spolyrhiza9509_20150416_chr07	Sp07G05410	5060076	5060448	373	0.433
Spolyrhiza9509_20150416_chr07	Sp07G05550	5241355	5241727	373	0.351
Spolyrhiza9509_20150416_chr17	Sp17G01730	1081771	1082143	373	3.737
Spolyrhiza9509_20150416_chr17	Sp17G02670	1727809	1728181	373	0.421
Spolyrhiza9509_20150416_chr02	Sp02G05200	3718622	3718995	374	1.156
Spolyrhiza9509_20150416_chr05	Sp05G06860	5886380	5886753	374	0.577
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274990	5275363	374	6.41
Spolyrhiza9509_20150416_chr17	Sp17G01730	1089203	1089576	374	0.421
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357463	2357836	374	3.697
Spolyrhiza9509_20150416_chr17	Sp17G03660	2463269	2463642	374	5.041
Spolyrhiza9509_20150416_chr12	Sp12G06020	5353897	5354271	375	3.908
Spolyrhiza9509_20150416_chr13	Sp13G01220	1104684	1105058	375	0.448
Spolyrhiza9509_20150416_chr17	Sp17G01730	1081944	1082318	375	0.566
Spolyrhiza9509_20150416_chr17	Sp17G01730	1105071	1105445	375	1.106
Spolyrhiza9509_20150416_chr17	Sp17G02470	1615761	1616135	375	3.429
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318497	2318871	375	0.633
Spolyrhiza9509_20150416_chr17	Sp17G03410	2319203	2319577	375	3.762
Spolyrhiza9509_20150416_chr17	Sp17G03410	2321668	2322042	375	5.614
Spolyrhiza9509_20150416_chr17	Sp17G03670	2500851	2501225	375	0.214
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608216	3608591	376	3.485
Spolyrhiza9509_20150416_chr02	Sp02G05200	3708030	3708405	376	4.301
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711068	3711443	376	3.687
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887017	5887392	376	3.369
Spolyrhiza9509_20150416_chr09	Sp09G01080	562921	563296	376	12.43
Spolyrhiza9509_20150416_chr09	Sp09G01080	564959	565334	376	7.415
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957496	5957871	376	3.128
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822903	2823278	376	0.134
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823071	2823446	376	0.806
Spolyrhiza9509_20150416_chr17	Sp17G01730	1082969	1083344	376	0.571
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317625	2318000	376	3.637
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358000	2358375	376	4.236
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486573	2486948	376	0.355
Spolyrhiza9509_20150416_chr17	Sp17G03670	2492931	2493306	376	6.098
Spolyrhiza9509_20150416_chr01	Sp01G05310	3286123	3286499	377	0.937
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713023	3713399	377	1.818
Spolyrhiza9509_20150416_chr02	Sp02G05200	3714120	3714496	377	5.17
Spolyrhiza9509_20150416_chr05	Sp05G06860	5879631	5880007	377	5.991
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274668	5275044	377	3.744
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096437	1096813	377	5.545
Spolyrhiza9509_20150416_chr17	Sp17G02470	1613287	1613663	377	1.104
Spolyrhiza9509_20150416_chr17	Sp17G03410	2320429	2320805	377	8.375
Spolyrhiza9509_20150416_chr17	Sp17G03670	2479909	2480285	377	1.252
Spolyrhiza9509_20150416_chr17	Sp17G03670	2494610	2494986	377	0.72
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713197	3713574	378	6.2
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274289	5274666	378	1.105
Spolyrhiza9509_20150416_chr09	Sp09G02400	1362257	1362634	378	0.214
Spolyrhiza9509_20150416_chr17	Sp17G01730	1081542	1081919	378	0.141
Spolyrhiza9509_20150416_chr17	Sp17G01730	1083053	1083430	378	0.207
Spolyrhiza9509_20150416_chr17	Sp17G01730	1094851	1095228	378	1.304
Spolyrhiza9509_20150416_chr17	Sp17G03410	2317524	2317901	378	3.188
Spolyrhiza9509_20150416_chr17	Sp17G03670	2487130	2487507	378	0.219
Spolyrhiza9509_20150416_chr01	Sp01G04390	2567778	2568156	379	4.007
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887148	5887526	379	1.093
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222657	5223035	379	5.868
Spolyrhiza9509_20150416_chr07	Sp07G05550	5242543	5242921	379	0.574
Spolyrhiza9509_20150416_chr17	Sp17G01700	1069331	1069709	379	1.308
Spolyrhiza9509_20150416_chr17	Sp17G03410	2320972	2321350	379	4.084
Spolyrhiza9509_20150416_chr17	Sp17G03440	2336605	2336983	379	3.092
Spolyrhiza9509_20150416_chr17	Sp17G03520	2357501	2357879	379	0.704
Spolyrhiza9509_20150416_chr17	Sp17G03520	2358499	2358877	379	0.356
Spolyrhiza9509_20150416_chr01	Sp01G05310	3287691	3288070	380	1.092
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713762	3714141	380	4.006
Spolyrhiza9509_20150416_chr17	Sp17G03670	2486532	2486911	380	0.643
Spolyrhiza9509_20150416_chr17	Sp17G03670	2500790	2501169	380	1.15
Spolyrhiza9509_20150416_chr02	Sp02G05200	3706536	3706916	381	8.299
Spolyrhiza9509_20150416_chr07	Sp07G05540	5221420	5221800	381	4.818
Spolyrhiza9509_20150416_chr14	Sp14G01800	1138379	1138759	381	3.383
Spolyrhiza9509_20150416_chr17	Sp17G01700	1067047	1067427	381	1.233
Spolyrhiza9509_20150416_chr01	Sp01G05310	3299195	3299576	382	1.996
Spolyrhiza9509_20150416_chr02	Sp02G05200	3702908	3703289	382	8.396
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707466	3707847	382	1.251
Spolyrhiza9509_20150416_chr02	Sp02G05200	3707637	3708018	382	2.261
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713181	382	5.721
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887601	5887982	382	2.94
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275587	5275968	382	9.379
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957785	5958166	382	2.381
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965113	5965494	382	1.111
Spolyrhiza9509_20150416_chr17	Sp17G01730	1095056	1095437	382	1.083
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318114	2318495	382	1.32
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318994	2319375	382	0.715
Spolyrhiza9509_20150416_chr02	Sp02G05090	3608459	3608841	383	9.617
Spolyrhiza9509_20150416_chr02	Sp02G05200	3708227	3708609	383	0.218
Spolyrhiza9509_20150416_chr02	Sp02G05200	3718402	3718784	383	2.85
Spolyrhiza9509_20150416_chr02	Sp02G05200	3718520	3718902	383	4.896
Spolyrhiza9509_20150416_chr05	Sp05G06860	5886437	5886819	383	0.283
Spolyrhiza9509_20150416_chr07	Sp07G05540	5222273	5222655	383	8.79
Spolyrhiza9509_20150416_chr07	Sp07G05550	5241846	5242228	383	0.489
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275620	5276002	383	9.031
Spolyrhiza9509_20150416_chr07	Sp07G05580	5276085	5276467	383	0.495
Spolyrhiza9509_20150416_chr12	Sp12G06010	5344419	5344801	383	9.627
Spolyrhiza9509_20150416_chr13	Sp13G02790	2822475	2822857	383	6.608
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823758	2824140	383	3.639
Spolyrhiza9509_20150416_chr17	Sp17G01730	1085918	1086300	383	0.57
Spolyrhiza9509_20150416_chr17	Sp17G01730	1095441	1095823	383	0.069
Spolyrhiza9509_20150416_chr17	Sp17G02670	1727461	1727843	383	0.412
Spolyrhiza9509_20150416_chr17	Sp17G03670	2493145	2493527	383	2.198
Spolyrhiza9509_20150416_chr01	Sp01G05310	3285738	3286121	384	0.43
Spolyrhiza9509_20150416_chr02	Sp02G05090	3612427	3612810	384	5.46
Spolyrhiza9509_20150416_chr02	Sp02G05200	3703639	3704022	384	1.036
Spolyrhiza9509_20150416_chr02	Sp02G05200	3704170	3704553	384	1.015
Spolyrhiza9509_20150416_chr02	Sp02G05200	3705768	3706151	384	3.682
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712636	3713019	384	0.148
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887690	5888073	384	4.683
Spolyrhiza9509_20150416_chr07	Sp07G05410	5060039	5060422	384	3.59
Spolyrhiza9509_20150416_chr07	Sp07G05550	5242636	5243019	384	4.462
Spolyrhiza9509_20150416_chr07	Sp07G05580	5275834	5276217	384	8.62
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823224	2823607	384	0.206
Spolyrhiza9509_20150416_chr17	Sp17G01730	1103185	1103568	384	0.284
Spolyrhiza9509_20150416_chr17	Sp17G03520	2356634	2357017	384	0.147
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274831	5275215	385	6.463
Spolyrhiza9509_20150416_chr09	Sp09G01080	563558	563942	385	7.107
Spolyrhiza9509_20150416_chr12	Sp12G06010	5347312	5347696	385	2.186
Spolyrhiza9509_20150416_chr17	Sp17G01730	1086246	1086630	385	0.423
Spolyrhiza9509_20150416_chr17	Sp17G01730	1089024	1089408	385	0.368
Spolyrhiza9509_20150416_chr17	Sp17G01730	1089111	1089495	385	2.431
Spolyrhiza9509_20150416_chr17	Sp17G01730	1105033	1105417	385	5.546
Spolyrhiza9509_20150416_chr17	Sp17G03510	2353224	2353608	385	1.14
Spolyrhiza9509_20150416_chr17	Sp17G03670	2482189	2482573	385	0.143
Spolyrhiza9509_20150416_chr01	Sp01G04390	2567749	2568134	386	3.13
Spolyrhiza9509_20150416_chr09	Sp09G01080	563066	563451	386	13.25
Spolyrhiza9509_20150416_chr17	Sp17G01730	1086395	1086780	386	2.462
Spolyrhiza9509_20150416_chr17	Sp17G01730	1086812	1087197	386	1.057
Spolyrhiza9509_20150416_chr17	Sp17G03670	2489023	2489408	386	0.424
Spolyrhiza9509_20150416_chr17	Sp17G03670	2496871	2497256	386	6.861
Spolyrhiza9509_20150416_chr01	Sp01G05310	3293359	3293745	387	5.857
Spolyrhiza9509_20150416_chr02	Sp02G05200	3716663	3717049	387	10.78
Spolyrhiza9509_20150416_chr05	Sp05G06860	5887093	5887479	387	5.235
Spolyrhiza9509_20150416_chr07	Sp07G05580	5274097	5274483	387	5.118
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957549	5957935	387	1.111
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957969	5958355	387	1.978
Spolyrhiza9509_20150416_chr12	Sp12G06000	5333440	5333826	387	5.614
Spolyrhiza9509_20150416_chr12	Sp12G06010	5347091	5347477	387	6.246
Spolyrhiza9509_20150416_chr13	Sp13G02790	2823448	2823834	387	5.356
Spolyrhiza9509_20150416_chr17	Sp17G01730	1086446	1086832	387	1.053
Spolyrhiza9509_20150416_chr17	Sp17G01730	1096374	1096760	387	5.572
Spolyrhiza9509_20150416_chr17	Sp17G03410	2318664	2319050	387	1.004
Spolyrhiza9509_20150416_chr17	Sp17G03520	2356883	2357269	387	0.65
