chromosome	name	start	stop	length	primer location quadruplets
Spolyrhiza9509_20150416_chr11	Sp11G07110	5946180	5946504	325	5946180,174,5946355,150
Spolyrhiza9509_20150416_chr11	Sp11G07110	5946180	5946782	603	5946180,174,5946506,277
Spolyrhiza9509_20150416_chr11	Sp11G07110	5946180	5947050	871	5946180,174,5946784,267
Spolyrhiza9509_20150416_chr11	Sp11G07110	5946355	5946782	428	5946355,150,5946506,277
Spolyrhiza9509_20150416_chr11	Sp11G07110	5946355	5947050	696	5946355,150,5946784,267
Spolyrhiza9509_20150416_chr11	Sp11G07110	5946506	5947050	545	5946506,277,5946784,267
Spolyrhiza9509_20150416_chr11	Sp11G07110	5946506	5947365	860	5946506,277,5947052,314
Spolyrhiza9509_20150416_chr11	Sp11G07110	5946784	5947365	582	5946784,267,5947052,314
Spolyrhiza9509_20150416_chr11	Sp11G07110	5947052	5947839	788	5947052,314,5947367,473
Spolyrhiza9509_20150416_chr11	Sp11G07110	5947367	5948253	887	5947367,473,5947841,413
Spolyrhiza9509_20150416_chr11	Sp11G07110	5948255	5949003	749	5948255,614,5948870,134
Spolyrhiza9509_20150416_chr11	Sp11G07110	5948870	5949161	292	5948870,134,5949005,157
Spolyrhiza9509_20150416_chr11	Sp11G07110	5948870	5949401	532	5948870,134,5949224,178
Spolyrhiza9509_20150416_chr11	Sp11G07110	5948870	5949523	654	5948870,134,5949502,22
Spolyrhiza9509_20150416_chr11	Sp11G07110	5948870	5949552	683	5948870,134,5949533,20
Spolyrhiza9509_20150416_chr11	Sp11G07110	5948870	5949659	790	5948870,134,5949613,47
Spolyrhiza9509_20150416_chr11	Sp11G07110	5948870	5949746	877	5948870,134,5949666,81
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949005	5949401	397	5949005,157,5949224,178
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949005	5949523	519	5949005,157,5949502,22
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949005	5949552	548	5949005,157,5949533,20
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949005	5949659	655	5949005,157,5949613,47
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949005	5949746	742	5949005,157,5949666,81
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949005	5949863	859	5949005,157,5949748,116
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949224	5949523	300	5949224,178,5949502,22
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949224	5949552	329	5949224,178,5949533,20
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949224	5949659	436	5949224,178,5949613,47
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949224	5949746	523	5949224,178,5949666,81
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949224	5949863	640	5949224,178,5949748,116
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949224	5950035	812	5949224,178,5949942,94
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949502	5949746	245	5949502,22,5949666,81
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949502	5949863	362	5949502,22,5949748,116
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949502	5950035	534	5949502,22,5949942,94
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949502	5950373	872	5949502,22,5950037,337
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949533	5949746	214	5949533,20,5949666,81
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949533	5949863	331	5949533,20,5949748,116
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949533	5950035	503	5949533,20,5949942,94
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949533	5950373	841	5949533,20,5950037,337
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949613	5949863	251	5949613,47,5949748,116
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949613	5950035	423	5949613,47,5949942,94
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949613	5950373	761	5949613,47,5950037,337
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949666	5950035	370	5949666,81,5949942,94
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949666	5950373	708	5949666,81,5950037,337
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949666	5950514	849	5949666,81,5950375,140
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949748	5950035	288	5949748,116,5949942,94
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949748	5950373	626	5949748,116,5950037,337
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949748	5950514	767	5949748,116,5950375,140
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949942	5950373	432	5949942,94,5950037,337
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949942	5950514	573	5949942,94,5950375,140
Spolyrhiza9509_20150416_chr11	Sp11G07110	5949942	5950743	802	5949942,94,5950544,200
Spolyrhiza9509_20150416_chr11	Sp11G07110	5950037	5950514	478	5950037,337,5950375,140
Spolyrhiza9509_20150416_chr11	Sp11G07110	5950037	5950743	707	5950037,337,5950544,200
Spolyrhiza9509_20150416_chr11	Sp11G07110	5950375	5950743	369	5950375,140,5950544,200
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957496	5957707	212	5957496,52,5957549,159
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957496	5957773	278	5957496,52,5957748,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957496	5957821	326	5957496,52,5957785,37
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957496	5957871	376	5957496,52,5957823,49
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957496	5957902	407	5957496,52,5957880,23
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957496	5957935	440	5957496,52,5957904,32
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957496	5958030	535	5957496,52,5957969,62
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957496	5958098	603	5957496,52,5958044,55
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957496	5958166	671	5957496,52,5958141,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957496	5958268	773	5957496,52,5958234,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957496	5958297	802	5957496,52,5958276,22
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957496	5958355	860	5957496,52,5958312,44
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957549	5957773	225	5957549,159,5957748,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957549	5957821	273	5957549,159,5957785,37
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957549	5957871	323	5957549,159,5957823,49
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957549	5957902	354	5957549,159,5957880,23
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957549	5957935	387	5957549,159,5957904,32
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957549	5958030	482	5957549,159,5957969,62
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957549	5958098	550	5957549,159,5958044,55
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957549	5958166	618	5957549,159,5958141,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957549	5958268	720	5957549,159,5958234,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957549	5958297	749	5957549,159,5958276,22
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957549	5958355	807	5957549,159,5958312,44
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957549	5958415	867	5957549,159,5958381,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957748	5958030	283	5957748,26,5957969,62
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957748	5958098	351	5957748,26,5958044,55
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957748	5958166	419	5957748,26,5958141,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957748	5958268	521	5957748,26,5958234,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957748	5958297	550	5957748,26,5958276,22
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957748	5958355	608	5957748,26,5958312,44
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957748	5958415	668	5957748,26,5958381,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957748	5958601	854	5957748,26,5958576,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957748	5958641	894	5957748,26,5958616,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957785	5958030	246	5957785,37,5957969,62
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957785	5958098	314	5957785,37,5958044,55
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957785	5958166	382	5957785,37,5958141,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957785	5958268	484	5957785,37,5958234,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957785	5958297	513	5957785,37,5958276,22
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957785	5958355	571	5957785,37,5958312,44
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957785	5958415	631	5957785,37,5958381,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957785	5958601	817	5957785,37,5958576,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957785	5958641	857	5957785,37,5958616,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957823	5958030	208	5957823,49,5957969,62
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957823	5958098	276	5957823,49,5958044,55
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957823	5958166	344	5957823,49,5958141,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957823	5958268	446	5957823,49,5958234,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957823	5958297	475	5957823,49,5958276,22
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957823	5958355	533	5957823,49,5958312,44
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957823	5958415	593	5957823,49,5958381,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957823	5958601	779	5957823,49,5958576,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957823	5958641	819	5957823,49,5958616,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957880	5958098	219	5957880,23,5958044,55
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957880	5958166	287	5957880,23,5958141,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957880	5958268	389	5957880,23,5958234,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957880	5958297	418	5957880,23,5958276,22
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957880	5958355	476	5957880,23,5958312,44
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957880	5958415	536	5957880,23,5958381,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957880	5958601	722	5957880,23,5958576,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957880	5958641	762	5957880,23,5958616,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957904	5958166	263	5957904,32,5958141,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957904	5958268	365	5957904,32,5958234,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957904	5958297	394	5957904,32,5958276,22
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957904	5958355	452	5957904,32,5958312,44
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957904	5958415	512	5957904,32,5958381,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957904	5958601	698	5957904,32,5958576,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957904	5958641	738	5957904,32,5958616,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957904	5958791	888	5957904,32,5958742,50
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957969	5958268	300	5957969,62,5958234,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957969	5958297	329	5957969,62,5958276,22
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957969	5958355	387	5957969,62,5958312,44
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957969	5958415	447	5957969,62,5958381,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957969	5958601	633	5957969,62,5958576,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957969	5958641	673	5957969,62,5958616,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5957969	5958791	823	5957969,62,5958742,50
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958044	5958268	225	5958044,55,5958234,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958044	5958297	254	5958044,55,5958276,22
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958044	5958355	312	5958044,55,5958312,44
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958044	5958415	372	5958044,55,5958381,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958044	5958601	558	5958044,55,5958576,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958044	5958641	598	5958044,55,5958616,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958044	5958791	748	5958044,55,5958742,50
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958044	5958884	841	5958044,55,5958864,21
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958141	5958355	215	5958141,26,5958312,44
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958141	5958415	275	5958141,26,5958381,35
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958141	5958601	461	5958141,26,5958576,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958141	5958641	501	5958141,26,5958616,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958141	5958791	651	5958141,26,5958742,50
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958141	5958884	744	5958141,26,5958864,21
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958234	5958601	368	5958234,35,5958576,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958234	5958641	408	5958234,35,5958616,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958234	5958791	558	5958234,35,5958742,50
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958234	5958884	651	5958234,35,5958864,21
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958234	5959050	817	5958234,35,5958886,165
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958276	5958601	326	5958276,22,5958576,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958276	5958641	366	5958276,22,5958616,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958276	5958791	516	5958276,22,5958742,50
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958276	5958884	609	5958276,22,5958864,21
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958276	5959050	775	5958276,22,5958886,165
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958312	5958601	290	5958312,44,5958576,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958312	5958641	330	5958312,44,5958616,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958312	5958791	480	5958312,44,5958742,50
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958312	5958884	573	5958312,44,5958864,21
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958312	5959050	739	5958312,44,5958886,165
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958381	5958601	221	5958381,35,5958576,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958381	5958641	261	5958381,35,5958616,26
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958381	5958791	411	5958381,35,5958742,50
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958381	5958884	504	5958381,35,5958864,21
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958381	5959050	670	5958381,35,5958886,165
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958576	5958791	216	5958576,26,5958742,50
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958576	5958884	309	5958576,26,5958864,21
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958576	5959050	475	5958576,26,5958886,165
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958616	5958884	269	5958616,26,5958864,21
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958616	5959050	435	5958616,26,5958886,165
Spolyrhiza9509_20150416_chr11	Sp11G07140	5958742	5959050	309	5958742,50,5958886,165
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965113	5965445	333	5965113,254,5965368,78
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965113	5965468	356	5965113,254,5965447,22
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965113	5965494	382	5965113,254,5965470,25
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965113	5965605	493	5965113,254,5965496,110
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965113	5965639	527	5965113,254,5965607,33
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965113	5965683	571	5965113,254,5965664,20
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965113	5965771	659	5965113,254,5965748,24
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965368	5965605	238	5965368,78,5965496,110
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965368	5965639	272	5965368,78,5965607,33
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965368	5965683	316	5965368,78,5965664,20
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965368	5965771	404	5965368,78,5965748,24
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965368	5966251	884	5965368,78,5965773,479
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965447	5965683	237	5965447,22,5965664,20
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965447	5965771	325	5965447,22,5965748,24
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965447	5966251	805	5965447,22,5965773,479
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965447	5966338	892	5965447,22,5966270,69
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965470	5965683	214	5965470,25,5965664,20
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965470	5965771	302	5965470,25,5965748,24
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965470	5966251	782	5965470,25,5965773,479
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965470	5966338	869	5965470,25,5966270,69
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965496	5965771	276	5965496,110,5965748,24
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965496	5966251	756	5965496,110,5965773,479
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965496	5966338	843	5965496,110,5966270,69
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965607	5966251	645	5965607,33,5965773,479
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965607	5966338	732	5965607,33,5966270,69
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965664	5966251	588	5965664,20,5965773,479
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965664	5966338	675	5965664,20,5966270,69
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965748	5966251	504	5965748,24,5965773,479
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965748	5966338	591	5965748,24,5966270,69
Spolyrhiza9509_20150416_chr11	Sp11G07150	5965773	5966338	566	5965773,479,5966270,69
Spolyrhiza9509_20150416_chr11	Sp11G07150	5966270	5966854	585	5966270,69,5966373,482
Spolyrhiza9509_20150416_chr11	Sp11G07150	5966270	5966917	648	5966270,69,5966856,62
Spolyrhiza9509_20150416_chr11	Sp11G07150	5966270	5967045	776	5966270,69,5966919,127
Spolyrhiza9509_20150416_chr11	Sp11G07150	5966270	5967102	833	5966270,69,5967047,56
Spolyrhiza9509_20150416_chr11	Sp11G07150	5966270	5967136	867	5966270,69,5967110,27
Spolyrhiza9509_20150416_chr11	Sp11G07150	5966373	5966917	545	5966373,482,5966856,62
Spolyrhiza9509_20150416_chr11	Sp11G07150	5966373	5967045	673	5966373,482,5966919,127
Spolyrhiza9509_20150416_chr11	Sp11G07150	5966373	5967102	730	5966373,482,5967047,56
Spolyrhiza9509_20150416_chr11	Sp11G07150	5966373	5967136	764	5966373,482,5967110,27
Spolyrhiza9509_20150416_chr11	Sp11G07150	5966856	5967102	247	5966856,62,5967047,56
Spolyrhiza9509_20150416_chr11	Sp11G07150	5966856	5967136	281	5966856,62,5967110,27
Spolyrhiza9509_20150416_chr11	Sp11G07150	5966856	5967618	763	5966856,62,5967155,464
Spolyrhiza9509_20150416_chr11	Sp11G07150	5966919	5967136	218	5966919,127,5967110,27
Spolyrhiza9509_20150416_chr11	Sp11G07150	5966919	5967618	700	5966919,127,5967155,464
Spolyrhiza9509_20150416_chr11	Sp11G07150	5967047	5967618	572	5967047,56,5967155,464
Spolyrhiza9509_20150416_chr11	Sp11G07150	5967110	5967618	509	5967110,27,5967155,464
Spolyrhiza9509_20150416_chr11	Sp11G07180	5981957	5982671	715	5981957,511,5982469,203
Spolyrhiza9509_20150416_chr11	Sp11G07180	5982469	5982984	516	5982469,203,5982674,311
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443336	4443569	234	4443336,70,4443472,98
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443336	4443907	572	4443336,70,4443571,337
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443336	4443928	593	4443336,70,4443909,20
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443336	4443975	640	4443336,70,4443930,46
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443336	4444025	690	4443336,70,4443977,49
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443336	4444194	859	4443336,70,4444041,154
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443419	4443907	489	4443419,28,4443571,337
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443419	4443928	510	4443419,28,4443909,20
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443419	4443975	557	4443419,28,4443930,46
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443419	4444025	607	4443419,28,4443977,49
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443419	4444194	776	4443419,28,4444041,154
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443419	4444264	846	4443419,28,4444200,65
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443448	4443907	460	4443448,23,4443571,337
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443448	4443928	481	4443448,23,4443909,20
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443448	4443975	528	4443448,23,4443930,46
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443448	4444025	578	4443448,23,4443977,49
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443448	4444194	747	4443448,23,4444041,154
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443448	4444264	817	4443448,23,4444200,65
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443472	4443907	436	4443472,98,4443571,337
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443472	4443928	457	4443472,98,4443909,20
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443472	4443975	504	4443472,98,4443930,46
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443472	4444025	554	4443472,98,4443977,49
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443472	4444194	723	4443472,98,4444041,154
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443472	4444264	793	4443472,98,4444200,65
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443571	4443928	358	4443571,337,4443909,20
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443571	4443975	405	4443571,337,4443930,46
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443571	4444025	455	4443571,337,4443977,49
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443571	4444194	624	4443571,337,4444041,154
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443571	4444264	694	4443571,337,4444200,65
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443909	4444194	286	4443909,20,4444041,154
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443909	4444264	356	4443909,20,4444200,65
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443930	4444194	265	4443930,46,4444041,154
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443930	4444264	335	4443930,46,4444200,65
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443977	4444194	218	4443977,49,4444041,154
Spolyrhiza9509_20150416_chr12	Sp12G05320	4443977	4444264	288	4443977,49,4444200,65
Spolyrhiza9509_20150416_chr12	Sp12G05320	4444041	4444264	224	4444041,154,4444200,65
Spolyrhiza9509_20150416_chr12	Sp12G06000	5331807	5332442	636	5331807,575,5332403,40
Spolyrhiza9509_20150416_chr12	Sp12G06000	5332403	5332773	371	5332403,40,5332444,330
Spolyrhiza9509_20150416_chr12	Sp12G06000	5332403	5333006	604	5332403,40,5332775,232
Spolyrhiza9509_20150416_chr12	Sp12G06000	5332444	5333006	563	5332444,330,5332775,232
Spolyrhiza9509_20150416_chr12	Sp12G06000	5332775	5333438	664	5332775,232,5333008,431
Spolyrhiza9509_20150416_chr12	Sp12G06000	5333008	5333689	682	5333008,431,5333440,250
Spolyrhiza9509_20150416_chr12	Sp12G06000	5333008	5333722	715	5333008,431,5333691,32
Spolyrhiza9509_20150416_chr12	Sp12G06000	5333008	5333826	819	5333008,431,5333724,103
Spolyrhiza9509_20150416_chr12	Sp12G06000	5333440	5333722	283	5333440,250,5333691,32
Spolyrhiza9509_20150416_chr12	Sp12G06000	5333440	5333826	387	5333440,250,5333724,103
Spolyrhiza9509_20150416_chr12	Sp12G06000	5333691	5334374	684	5333691,32,5333828,547
Spolyrhiza9509_20150416_chr12	Sp12G06000	5333691	5334512	822	5333691,32,5334376,137
Spolyrhiza9509_20150416_chr12	Sp12G06000	5333691	5334548	858	5333691,32,5334514,35
Spolyrhiza9509_20150416_chr12	Sp12G06000	5333724	5334374	651	5333724,103,5333828,547
Spolyrhiza9509_20150416_chr12	Sp12G06000	5333724	5334512	789	5333724,103,5334376,137
Spolyrhiza9509_20150416_chr12	Sp12G06000	5333724	5334548	825	5333724,103,5334514,35
Spolyrhiza9509_20150416_chr12	Sp12G06000	5333828	5334512	685	5333828,547,5334376,137
Spolyrhiza9509_20150416_chr12	Sp12G06000	5333828	5334548	721	5333828,547,5334514,35
Spolyrhiza9509_20150416_chr12	Sp12G06000	5334376	5334936	561	5334376,137,5334550,387
Spolyrhiza9509_20150416_chr12	Sp12G06000	5334376	5335257	882	5334376,137,5334938,320
Spolyrhiza9509_20150416_chr12	Sp12G06000	5334514	5334936	423	5334514,35,5334550,387
Spolyrhiza9509_20150416_chr12	Sp12G06000	5334514	5335257	744	5334514,35,5334938,320
Spolyrhiza9509_20150416_chr12	Sp12G06000	5334514	5335283	770	5334514,35,5335259,25
Spolyrhiza9509_20150416_chr12	Sp12G06000	5334550	5335257	708	5334550,387,5334938,320
Spolyrhiza9509_20150416_chr12	Sp12G06000	5334550	5335283	734	5334550,387,5335259,25
Spolyrhiza9509_20150416_chr12	Sp12G06000	5334550	5335430	881	5334550,387,5335285,146
Spolyrhiza9509_20150416_chr12	Sp12G06000	5334938	5335283	346	5334938,320,5335259,25
Spolyrhiza9509_20150416_chr12	Sp12G06000	5334938	5335430	493	5334938,320,5335285,146
Spolyrhiza9509_20150416_chr12	Sp12G06000	5334938	5335740	803	5334938,320,5335432,309
Spolyrhiza9509_20150416_chr12	Sp12G06000	5335259	5335740	482	5335259,25,5335432,309
Spolyrhiza9509_20150416_chr12	Sp12G06000	5335259	5335876	618	5335259,25,5335759,118
Spolyrhiza9509_20150416_chr12	Sp12G06000	5335285	5335740	456	5335285,146,5335432,309
Spolyrhiza9509_20150416_chr12	Sp12G06000	5335285	5335876	592	5335285,146,5335759,118
Spolyrhiza9509_20150416_chr12	Sp12G06000	5335285	5336182	898	5335285,146,5335878,305
Spolyrhiza9509_20150416_chr12	Sp12G06000	5335432	5335876	445	5335432,309,5335759,118
